Albedo Texture,Normal Texture
T_Pf_Common08_KJH_D,T_Pf_Common08_KJH_N 	
T_Pf_Common08_KJH_D,T_Pf_Common08_KJH_N 	
T_Pf_Common08_KJH_D,T_Pf_Common08_KJH_N 	
T_Pf_Common08_KJH_D,T_Pf_Common08_KJH_N 	
T_Pf_Common08_KJH_D,T_Pf_Common08_KJH_N 	
T_Dry_Forest04_01_D 	,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest04_D,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest08_CY_dn 	,T_Dry_Forest08_CY_no 	
T_Dry_Forest09_CY_dn 	,T_Dry_Forest09_CY_no 	
T_Dry_Forest09_CY1_dn,T_Dry_Forest09_CY1_no 	
T_Dry_Forest10_CY_dn,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest12_D,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest12_D,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest14_01_D,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest14_D,T_cm_DefaultNormal_a_01_dn 	
T_Dry_Forest15_CY_dn 	,T_Dry_Forest15_CY_no 	
T_Dry_Forest15_CY_dn 	,T_Dry_Forest15_CY_no 	
T_Dry_Forest18_CY_01_dn 	,T_Dry_Forest18_CY_01_no 	
T_Dry_Forest18_CY_dn 	,T_Dry_Forest18_CY_no
T_Dry_Forest18_CY_dn 	,T_Dry_Forest18_CY_no
T_Dry_Forest19_CY_01_dn 	,T_Dry_Forest19_CY_01_no 	
T_Dry_Forest19_CY_dn 	,T_Dry_Forest19_CY_no
T_Dry_Forest19_CY_01_dn 	,T_Dry_Forest19_CY_01_no 	
T_Dry_Forest19_CY_dn 	,T_Dry_Forest19_CY_no
T_Dry_Forest22_CY_01_dn 	,T_Dry_Forest22_CY_01_no 	
T_Dry_Forest22_CY_01_dn 	,T_Dry_Forest22_CY_01_no 	
T_Dry_Forest22_CY_01_dn 	,T_Dry_Forest22_CY_01_no 	
T_Dry_Forest22_CY_dn,T_Dry_Forest22_CY_no 	
T_Dry_Forest22_CY_dn,T_Dry_Forest22_CY_no 	
T_Dry_Forest25_LHS_D,T_Dry_Forest25_LHS_N 	
T_FarmHouse01_CY1_dn,T_FarmHouse01_CY1_no 	
T_FarmHouse01_CY_dn,T_FarmHouse01_CY_no 	
T_Pf_Artifact01_KJH_D 	,T_Pf_Artifact01_KJH_N
T_Common15_CY_dn 	,T_Common15_CY_no
T_Pf_Artifact11_KJH01_D 	,T_Pf_Artifact11_KJH01_N
T_Pf_Artifact02_KJH_D 	,T_Pf_Artifact02_KJH_N
T_Pf_Artifact03_KJH_D,T_Pf_Artifact03_KJH_N 	
T_Pf_Artifact03_KJH_D,T_Pf_Artifact03_KJH_N 	
T_Pf_Artifact11_KJH01_D 	,T_Pf_Artifact11_KJH01_N
T_Pf_Artifact04_KJH_D 	,T_Pf_Artifact04_KJH_N
T_Pf_Artifact06_KJH_D 	,T_Pf_Artifact06_KJH_N
T_Common15_CY_dn 	,T_Common15_CY_no
T_Pf_Artifact06_KJH_D 	,T_Pf_Artifact06_KJH_N
T_Common15_CY_dn 	,T_Common15_CY_no
T_Common15_CY_dn 	,T_Common15_CY_no
T_Pf_Artifact06_KJH_D 	,T_Pf_Artifact06_KJH_N
T_Pf_Artifact08_KJH_D,T_Pf_Artifact08_KJH_N 	
T_Common15_CY_dn 	,T_Common15_CY_no
T_Common15_CY_dn 	,T_Common15_CY_no
T_Pf_Artifact11_KJH01_D 	,T_Pf_Artifact11_KJH01_N
T_Pf_Artifact11_KJH_D 	,T_Pf_Artifact11_KJH_N
T_Pf_Artifact12_D_LHS2 	,T_Pf_Artifact12_N_LHS
LV_GrassLand_Rock_BasicsRock01_D_KMS_2 	,LV_GrassLand_Rock_GriffonRock10_N_KMS
LV_GrassLand_Rock_BasicsRock01_D_KMS_2 	,LV_GrassLand_Rock_GriffonRock10_N_KMS
T_Pf_Artifact12_D_LHS2 	,T_Pf_Artifact12_N_LHS
T_PF_Branch01_LHS_dn,T_PF_Branch01_LHS_no 	
T_PF_Branch01_LHS_dn,T_PF_Branch01_LHS_no 	
T_Pf_Bridge01_dn 	,T_Pf_Bridge01_no
T_Pf_Bridge01_dn,T_Pf_Bridge01_no 	
T_Pf_Bridge01_dn 	,T_Pf_Bridge01_no
T_Pf_Common01_KJH_dn,t_Pf_Common01_KJH_no 	
T_Pf_Common01_KJH_dn,t_Pf_Common01_KJH_no 	
T_Pf_Common01_KJH_dn,t_Pf_Common01_KJH_no 	
T_Pf_Common01_KJH_dn,t_Pf_Common01_KJH_no 	
T_Pf_Common01_KJH_dn,t_Pf_Common01_KJH_no 	
T_Pf_Common02_KJH_dn,T_Pf_Common02_KJH_no 	
T_Pf_Common02_KJH_dn,T_Pf_Common02_KJH_no 	
T_Pf_Common02_KJH_dn,T_Pf_Common02_KJH_no 	
T_Pf_Common02_KJH_dn,T_Pf_Common02_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn 	,T_Pf_Common03_KJH_no 	
T_Pf_Common03_KJH_dn,T_cm_DefaultNormal_a_01_dn 	
T_Pf_Common04_KJH_dn,T_Pf_Common04_KJH_no 	
T_Pf_Common05_KJH_dn,T_Pf_Common05_KJH_no 	
T_Pf_Common06_KJH_dn,T_Pf_Common06_KJH_no 	
T_Pf_Common06_KJH_dn,T_Pf_Common06_KJH_no 	
T_Pf_Common06_KJH_dn,T_Pf_Common06_KJH_no 	
T_Pf_Common06_KJH_dn2,T_Pf_Common06_KJH_1_no 	
T_Pf_Common06_KJH_dn2,T_Pf_Common06_KJH_1_no 	
T_Pf_Common06_KJH_dn2,T_Pf_Common06_KJH_1_no 	
T_Pf_Common07_KJH_dn,T_Pf_Common07_KJH_no 	
T_Pf_Common07_KJH_dn,T_Pf_Common07_KJH_no 	
T_Bridge01_D_LHS1_dn,T_Bridge01_D_LHS1_no 	
T_Bridge01_D_LHS_dn 	,T_Bridge01_D_LHS_no
T_Pf_Nature01_LHS_dn,T_Pf_Nature01_LHS_no 	
T_Pf_Nature01_LHS_dn,T_Pf_Nature01_LHS_no 	
T_Pf_Nature02_LHS_dn,T_Pf_Nature02_LHS_no 	
T_Pf_Prop01_KJH_dn 	,T_Pf_Prop01_KJH_no 	
T_Pf_Prop01_LHS_dn,T_Pf_Prop01_LHS_no 	
T_Pf_Prop02_KJH_dn,T_Pf_Prop02_KJH_no 	
T_Pf_Prop03_KJH_dn,T_Pf_Rock06_No 	
T_Pf_Prop03_KJH_dn,T_Pf_Rock06_No 	
T_Pf_Prop04_KJH_dn 	,T_Pf_Prop04_KJH_no 	
T_Pf_Prop05_KJH_dn,T_Pf_Prop05_KJH_no 	
T_Pf_Prop06_KJH_dn,T_Pf_Prop06_KJH_no 	
T_Pf_Prop07_KJH_dn 	,T_Pf_Prop07_KJH_no 	
T_Pf_Prop07_KJH_dn 	,T_Pf_Prop07_KJH_no 	
T_Pf_Prop08_KJH_dn,T_Pf_Prop08_KJH_no 	
T_Pf_Prop09_KJH_dn,T_Pf_Prop09_KJH_no 	
T_Pf_Prop10_KJH_dn,T_Pf_Prop10_KJH_no 	
T_Pf_Prop11_KJH_dn,T_Pf_Prop11_KJH_no 	
T_Pf_Prop11_KJH_dn,T_Pf_Prop11_KJH_no 	
T_Pf_Prop12_KJH_dn,T_Pf_Prop12_KJH_no 	
T_Pf_Prop13_KJH_dn 	,T_Pf_Prop13_KJH_no
T_Pf_Prop14_1_KJH_dn 	,T_Pf_Prop14_1_KJH_no
T_Pf_Prop14_KJH_dn 	,T_Pf_Prop14_KJH_no
T_Pf_Prop15_KJH_dn,T_Pf_Prop15_KJH_no 	
T_Pf_Prop15_KJH_dn,T_Pf_Prop15_KJH_no 	
T_Pf_Prop15_KJH_dn,T_Pf_Prop15_KJH_no 	
T_Pf_Rock03_01_dn 	,T_Pf_Rock03_01_no
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock01_Dn,T_Pf_Rock01_No 	
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock01_LHS_dn,T_Pf_Rock01_LHS_no 	
T_Pf_Rock01_LHS_dn,T_Pf_Rock01_LHS_no 	
T_Pf_Rock03_01_dn 	,T_Pf_Rock03_01_no
T_Pf_Rock03_01_dn,T_Pf_Rock03_01_no 	
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock02_dn,T_Pf_Rock02_no 	
T_Pf_Rock02_dn,T_Pf_Rock02_no 	
T_Pf_Rock02_LHS_dn,T_Pf_Rock02_LHS_no 	
T_Pf_Rock02_LHS_dn,T_Pf_Rock02_LHS_no 	
T_Pf_Rock02_LHS_dn,T_Pf_Rock02_LHS_no 	
T_Pf_Rock03_DN,T_Pf_Rock03_No 	
T_Pf_Rock03_01_dn 	,T_Pf_Rock03_01_no
T_Pf_Rock03_DN 	,T_Pf_Rock03_No
T_Pf_Rock03_LHS1_dn,T_Pf_Rock03_LHS1_no 	
T_Pf_Rock03_LHS_dn,T_Pf_Rock03_LHS_no 	
T_Pf_Rock04_KJH_dn,T_Pf_Rock04_KJH_no 	
T_Pf_Rock04_KJH_dn,T_Pf_Rock04_KJH_no 	
T_Pf_Rock04_KJH_dn,T_Pf_Rock04_KJH_no 	
T_Pf_Rock04_LHS1_Dn,T_Pf_Rock04_LHS1_No 	
T_Pf_Rock04_LHS_Dn,T_Pf_Rock04_LHS_No 	
T_Pf_Rock05_KJH_dn,T_Pf_Rock05_KJH_no 	
T_Pf_Rock05_KJH_dn,T_Pf_Rock05_KJH_no 	
T_Pf_Rock05_KJH_dn,T_Pf_Rock05_KJH_no 	
T_Pf_Rock05_KJH_dn,T_Pf_Rock05_KJH_no 	
T_Pf_Rock05_LHS_dn,T_Pf_Rock05_LHS_no 	
T_Pf_Rock05_LHS_dn,T_Pf_Rock05_LHS_no 	
T_Pf_Rock06_Dn,T_Pf_Rock06_No 	
T_Pf_Rock06_Dn,T_Pf_Rock06_No 	
T_Pf_Rock06_Dn,T_Pf_Rock06_No 	
SM_Pf_Rock07_D_LHS,SM_Pf_Rock07_N_LHS 	
SM_Pf_Rock07_D_LHS_1,SM_Pf_Rock07_N_LHS_1 	
SM_Pf_Rock08_D_LHS,SM_Pf_Rock08_N_LHS 	
T_Pf_Rock08_KJH1_dn,T_Pf_Rock08_KJH1_no 	
T_Pf_Rock09_KJH1_dn,T_Pf_Rock09_KJH1_no 	
T_Pf_Rock09_KJH1_dn,T_Pf_Rock09_KJH1_no 	
T_Pf_Rock09_KJH1_dn,T_Pf_Rock09_KJH1_no 	
T_Pf_Rock09_KJH_3_dn,T_Pf_Rock09_KJH_3_no 	
T_Pf_Rock09_KJH_3_dn,T_Pf_Rock09_KJH_3_no 	
T_Pf_Rock09_KJH_dn,T_Pf_Rock09_KJH_no 	
T_Pf_Rock09_KJH_dn,T_Pf_Rock09_KJH_no 	
T_Pf_Rock09_KJH_dn,T_Pf_Rock09_KJH_no 	
T__FarmAC01_CY_dn 	,T__FarmAC01_CY_no 	
T__FarmAC01_CY_dn 	,T__FarmAC01_CY_no 	
T__FarmAC02_CY_dn,T__FarmAC02_CY_no 	
T_DinosaurSkeletons01_LHS_D,T_DinosaurSkeletons01_LHS_N 	
T_BranForest_Camp_TotemMiddle02_D,T_BranForest_Camp_TotemMiddle02_N 	
T_Curia_Object_HunterbugNest_D 	,T_Curia_Object_HunterbugNest_N 	
T_Curia_Object_HunterbugNest_D 	,T_Curia_Object_HunterbugNest_N 	
T_MERGED_Aset_rock01_dn,T_MERGED_Aset_rock01_no 	
T_MERGED_Aset_rock03_dn,T_MERGED_Aset_rock03_no 	
T_MERGED_Aset_rock04_dn,T_MERGED_Aset_rock04_no 	
T_MERGED_Aset_rock05_dn,T_MERGED_Aset_rock05_no 	
T_MERGED_Aset_rock06_dn,T_MERGED_Aset_rock06_no 	
T_MERGED_Aset_rock06_dn,T_MERGED_Aset_rock06_no 	
T_MERGED_Aset_rock06_dn,T_MERGED_Aset_rock06_no 	
T_MERGED_Aset_rock06_dn,T_MERGED_Aset_rock06_no 	
T_MERGED_Aset_rock06_dn,T_MERGED_Aset_rock06_no 	
T_MERGED_Aset_rock06_dn,T_MERGED_Aset_rock06_no 	
T_MERGED_Aset_rock07_dn,T_MERGED_Aset_rock07_no 	
T_MERGED_Aset_rock07_dn,T_MERGED_Aset_rock07_no 	
T_MERGED_Aset_rock07_dn,T_MERGED_Aset_rock07_no 	
T_MERGED_Aset_rock07_dn,T_MERGED_Aset_rock07_no 	
T_Mossbuild_01_dn 	,T_Mossbuild_01_no
T_Mossbuild_01_dn 	,T_Mossbuild_01_no
T_Pf_Cave01_D,T_Pf_Cave01_no 	
T_Pf_Dolmen02_D 	,T_Pf_Dolmen02_no
T_Pf_Dolmen02_D 	,T_Pf_Dolmen02_no
T_Pf_Dolmen02_D,T_Pf_Dolmen02_no 	
T_Pf_Environment16_1_dn,T_Pf_Environment16_1_no 	
T_Pf_Environment16_dn,T_Pf_Environment16_no 	
T_Pf_Fence01_D,T_cm_DefaultNormal_a_01_dn 	
T_Pf_Fence01_D,T_cm_DefaultNormal_a_01_dn 	
T_Pf_Forest03_LHS_D 	,T_Pf_Forest03_LHS_N
T_Pf_Forest03_LHS_D 	,T_Pf_Forest03_LHS_N
T_Pf_Forest03_LHS_D 	,T_Pf_Forest03_LHS_N
T_PF_Garbage01_LHS_D 	,T_PF_Garbage01_LHS_N 	
T_Pf_Ruin01_D 	,T_Pf_Ruin01_N
T_Pf_Ruin02_dn,T_Pf_Ruin02_no 	
T_Pf_Ruin02_dn,T_Pf_Ruin02_no 	
T_Pf_Ruin02_dn,T_Pf_Ruin02_no 	
T_Pf_Ruin02_dn,T_Pf_Ruin02_no 	
T_Pf_StoneSite01_dn,T_Pf_StoneSite01_no 	
T_Pf_StoneSite01_dn,T_Pf_StoneSite01_no 	
T_Pf_Tree03_01_D 	,T_cm_DefaultNormal_a_01_dn 	
T_Pf_Tree03_D,T_cm_DefaultNormal_a_01_dn 	
T_Totem_03_dn 	,T_Totem_03_no
T_Binterrante_Object_Beacon_SM_NWCJOE_dn,T_Binterrante_Object_Beacon_SM_NWCJOE_no 	
T_Binterrante_Object_Beacon_SM_NWCJOE_dn,T_Binterrante_Object_Beacon_SM_NWCJOE_no 	
T_Carcerem_Object_ColumnStair_SM_KBE_dn,T_Carcerem_Object_ColumnStair_SM_KBE_no 	
T_Carcerem_Object_GriefColumn12_SM_NWCREX_dn,T_Carcerem_Object_GriefColumn12_SM_NWCREX_no 	
T_Carcerem_Object_GriefColumn12_SM_NWCREX_dn,T_Carcerem_Object_GriefColumn12_SM_NWCREX_no 	
T_Carcerem_Object_GriefColumn12_SM_NWCREX_dn,T_Carcerem_Object_GriefColumn12_SM_NWCREX_no 	
T_Raid_DestinyBridge01_LHS_D,T_Raid_DestinyBridge01_LHS_N 	
T_Raid_DestinyBridge02_LHS_D,T_Raid_DestinyBridge02_LHS_N 	
T_CastleFloor_04_dn,T_Raid_DestinyBridge03_LHS_N 	
T_Raid_Gate01_LHS_dn,T_Raid_Gate01_LHS_no 	
T_Raid_GriefDoor01_LHS_dn,T_Raid_GriefDoor01_LHS_no 	
T_Raid_GriefDoor01_LHS_dn,T_Raid_GriefDoor01_LHS_no 	
T_Raid_SkullTile01_LHS_D,T_Raid_SkullTile01_LHS_N 	
T_Raid_SkullTile01_LHS_D,T_Raid_SkullTile01_LHS_N 	
T_Raid_TopFloor01_LHS_D,T_Raid_TopFloor01_LHS_N 	
T_Raid_Wall01_LHS1_dn,T_Raid_Wall01_LHS1_no 	
T_Raid_Wall01_LHS_dn,T_Raid_Wall01_LHS_no 	
T_Raid_Wall02_LHS_dn,T_Raid_Wall02_LHS_no 	
T_CastleGate_01_dn 	,T_CastleGate_01_no
T_Brick02_dn 	,T_Brick02_no
T_CastleWall_01_dn 	,T_CastleWall_01_no
T_Brick02_dn 	,T_Brick02_no
T_Castle_Arch_01_1_YN_dn,T_Castle_Arch_01_1_YN_no 	
T_Castle_Arch_01_1_YN_dn,T_Castle_Arch_01_1_YN_no 	
T_Castle_Arch_01_1_YN_dn,T_Castle_Arch_01_1_YN_no 	
T_Castle_Arch_01_2_YN_dn,T_Castle_Arch_01_2_YN_no 	
T_Castle_Bridge_Column_01_1_YN_dn,T_Castle_Bridge_Column_01_1_YN_no 	
T_Castle_Bridge_Column_01_1_YN_dn,T_Castle_Bridge_Column_01_1_YN_no 	
T_Brick01_dn,T_Brick01_no 	
T_Brick02_dn 	,T_Brick02_no
T_Castle_Bridge_Column_02_dn,T_Castle_Bridge_Column_02_no 	
T_Castle_Bridge_Column_02_dn,T_Castle_Bridge_Column_02_no 	
T_Castle_Bridge_Column_02_dn,T_Castle_Bridge_Column_02_no 	
T_Castle_Bridge_Column_02_dn,T_Castle_Bridge_Column_02_no 	
T_Castle_BuildObj_01_YN_dn 	,T_Castle_BuildObj_01_YN_no 	
T_Castle_BuildObj_01_YN_dn 	,T_Castle_BuildObj_01_YN_no 	
T_Castle_BuildObj_02_YN_dn 	,T_Castle_BuildObj_02_YN_no 	
T_Castle_BuildObj_03_YN_dn,T_Castle_BuildObj_03_YN_no 	
T_Castle_BuildObj_03_YN_dn,T_Castle_BuildObj_03_YN_no 	
T_Castle_BuildObj_03_YN_dn,T_Castle_BuildObj_03_YN_no 	
T_Castle_BuildObj_04_YN_dn,T_Castle_BuildObj_04_YN_no 	
T_Castle_Build_01_YN_dn 	,T_Castle_Build_01_YN_no 	
T_Castle_Build_01_YN_dn,T_Castle_Build_01_YN_no 	
T_Castle_Build_02_YN_dn,T_Castle_Build_02_YN_no 	
T_Castle_Build_03_1_YN_dn,T_Castle_Build_03_1_YN_no 	
T_Castle_Build_03_2_YN_dn,T_Castle_Build_03_2_YN_no 	
T_Castle_Build_03_2_YN_dn,T_Castle_Build_03_2_YN_no 	
T_Castle_Build_04_YN_dn,T_Castle_Build_04_YN_no 	
T_Castle_Build_05_1_YN_dn 	,T_Castle_Build_05_1_YN_no 	
T_Castle_Build_05_2_YN_dn,T_Castle_Build_05_2_YN_no 	
T_Castle_Build_05_2_YN_dn,T_cm_DefaultNormal_a_01_dn 	
T_Castle_Build_05_3_YN_dn,T_Castle_Build_05_3_YN_no 	
T_Leaf_Shadow_D 	,T_cm_DefaultNormal_a_01_dn 	
T_Castle_Build_06_YN_dn,T_Castle_Build_06_YN_no 	
T_Castle_Build_07_YN_dn,T_Castle_Build_07_YN_no 	
T_Castle_Build_08_1_YN_dn,T_Castle_Build_08_1_YN_no 	
T_Castle_Build_08_2_YN_dn,T_Castle_Build_08_2_YN_no 	
T_Castle_Build_09_1_YN_dn,T_Castle_Build_09_1_YN_no 	
T_Castle_Build_09_2_YN_dn,T_Castle_Build_09_2_YN_no 	
T_Castle_Build_10_YN_dn 	,T_Castle_Build_10_YN_no
T_Castle_Build_11_YN_dn,T_Castle_Build_11_YN_no 	
T_Castle_Build_12_YN_dn,T_Castle_Build_12_YN_no 	
T_Castle_Build_12_YN_dn2,T_Castle_Build_12_YN_no 	
T_Castle_Build_13_1_YN_dn,T_Castle_Build_13_1_YN_no 	
T_Castle_Build_13_2_YN_dn,T_Castle_Build_13_2_YN_no 	
T_Castle_FloorCircle_01_YN_dn 	,T_Castle_FloorCircle_01_YN_no
T_Castle_FloorCircle_01_YN_dn 	,T_cm_DefaultNormal_a_01_dn
T_Castle_FloorCircle_01_YN_dn 	,T_cm_DefaultNormal_a_01_dn
T_Castle_FloorCircle_02_YN_dn 	,T_Castle_FloorCircle_02_YN_no
T_Castle_FloorCircle_02_YN_dn 	,T_Castle_FloorCircle_02_YN_no
T_Castle_Handrail_01_YN_dn 	,T_Castle_Handrail_01_YN_no
T_Castle_Handrail_01_YN_dn,T_Castle_Handrail_01_YN_no 	
T_Castle_Handrail_01_YN_dn,T_Castle_Handrail_01_YN_no 	
T_Castle_Handrail_01_YN_dn,T_Castle_Handrail_01_YN_no 	
T_Castle_Handrail_01_YN_dn,T_Castle_Handrail_01_YN_no 	
T_Castle_Handrail_01_YN_dn,T_Castle_Handrail_01_YN_no 	
T_Castle_Obj_01_YN_dn,T_Castle_Obj_01_YN_no 	
T_Castle_Obj_02_YN_dn,T_Castle_Obj_02_YN_no 	
T_Castle_Obj_03_YN_dn 	,T_Castle_Obj_03_YN_no 	
T_Castle_Obj_03_YN_dn 	,T_Castle_Obj_03_YN_no 	
T_Castle_Obj_03_YN_dn 	,T_Castle_Obj_03_YN_no 	
T_Castle_Obj_03_YN_dn 	,T_Castle_Obj_03_YN_no 	
T_Castle_ShopObj_01_1_YN_dn 	,T_Castle_ShopObj_01_1_YN_no 	
T_Castle_ShopObj_01_2_YN_dn,T_Castle_ShopObj_01_2_YN_no 	
T_Castle_ShopObj_02_YN_dn,T_Castle_ShopObj_02_YN_no 	
T_Castle_ShopObj_03_YN_dn,T_Castle_ShopObj_03_YN_no 	
T_Castle_Stair_01_YN_dn 	,T_Castle_Stair_01_YN_no
T_Castle_Stair_01_YN_dn,T_Castle_Stair_01_YN_no 	
T_Castle_Stair_01_YN_dn,T_Castle_Stair_01_YN_no 	
T_Castle_Stair_01_YN_dn,T_Castle_Stair_01_YN_no 	
T_Castle_Stair_01_YN_dn,T_Castle_Stair_01_YN_no 	
T_Castle_Stair_02_YN_dn,T_Castle_Stair_02_YN_no 	
T_Castle_Stair_02_YN_dn,T_Castle_Stair_02_YN_no 	
T_Castle_Stair_02_YN_dn,T_Castle_Stair_02_YN_no 	
T_Castle_Stair_02_YN_dn,T_Castle_Stair_02_YN_no 	
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn 	,T_Castle_Terrace_01_YN_no
T_Castle_Terrace_01_YN_dn,T_Castle_Terrace_01_YN_no 	
T_Castle_Terrace_02_YN_dn,T_Castle_Terrace_02_YN_no 	
T_Castle_Tree_01_1_YN_dn,T_Castle_Tree_01_1_YN_no 	
T_Castle_Tree_01_2_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_Castle_Tree_02_1_YN_dn,T_Castle_Tree_02_1_YN_no 	
T_Castle_Tree_02_1_YN_dn,T_Castle_Tree_02_1_YN_no 	
T_Castle_Tree_02_2_YN_dn,T_Castle_Tree_02_2_YN_no 	
T_Castle_Tree_02_3_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_Castle_Tree_02_3_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_Castle_Tree_02_3_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_cm_TownDock_a_dn 	,T_cm_TownDock_a_no
T_Compagna_Object_OutPillar_D,T_Compagna_Object_OutPillar_N 	
T_CP_Castle_BD_16_CYN_dn,T_CP_Castle_BD_16_CYN_no 	
T_CP_Castle_BD_16_CYN_dn2,T_CP_Castle_BD_16_CYN_no 	
T_CP_Castle_BD_16_CYN_dn,T_CP_Castle_BD_16_CYN_no 	
T_CP_Castle_BD_18_CYN_dn,T_CP_Castle_BD_18_CYN_no 	
T_CP_Castle_BD_18_CYN_dn,T_CP_Castle_BD_18_CYN_no 	
T_CP_Castle_BD_18_CYN_dn,T_CP_Castle_BD_18_CYN_no 	
T_CP_Castle_Bridge_02_1_CYN_dn,T_CP_Castle_Bridge_02_1_CYN_no 	
T_CP_Castle_Bridge_02_1_CYN_dn,T_CP_Castle_Bridge_02_1_CYN_no 	
T_CP_Castle_Bridge_02_1_CYN_dn,T_CP_Castle_Bridge_02_1_CYN_no 	
T_CP_Castle_Bridge_02_3_CYN_dn,T_CP_Castle_Bridge_02_3_CYN_no 	
T_CP_Castle_Bridge_02_3_up_dn,T_CP_Castle_Bridge_02_3_up_no 	
T_CP_Castle_Bridge_03_CYN_D,T_CP_Castle_Bridge_03_CYN_N 	
T_CP_Castle_Gate_01_CYN_dn 	,T_CP_Castle_Gate_01_CYN_no 	
T_CP_Castle_Gate_01_CYN_dn 	,T_CP_Castle_Gate_01_CYN_no 	
T_CP_Castle_Gate_02_CYN_dn,T_CP_Castle_Gate_02_CYN_no 	
T_CP_Castle_Gate_02_CYN_dn,T_CP_Castle_Gate_02_CYN_no 	
T_CP_Castle_Gate_02_CYN_dn,T_CP_Castle_Gate_02_CYN_no 	
T_CP_Castle_Gate_02_CYN_dn,T_CP_Castle_Gate_02_CYN_no 	
T_CP_Castle_Gate_02_CYN_dn,T_CP_Castle_Gate_02_CYN_no 	
T_CP_Castle_OB_01_CY_1_dn 	,T_CP_Castle_OB_01_CY_1_no 	
T_CP_Castle_OB_01_CY_dn 	,T_CP_Castle_OB_01_CY_no 	
T_CP_Castle_OB_02_CYN_D 	,T_CP_Castle_OB_02_CYN_N 	
T_CP_Castle_OB_04_CYN_D,T_CP_Castle_OB_04_CYN_N 	
T_CP_Castle_OB_04_CYN_D,T_CP_Castle_OB_04_CYN_N 	
T_CP_Castle_OB_07_CYN_D,T_CP_Castle_OB_07_CYN_N 	
T_CP_Castle_OB_10_CYN_D,T_CP_Castle_OB_10_CYN_N 	
T_CP_Castle_OB_11_Build_D,T_CP_Castle_OB_11_Build_N 	
T_CP_Castle_OB_11_B_CYN_D,T_CP_Castle_OB_11_B_CYN_N 	
T_CP_Castle_OB_11_B_CYN_D,T_CP_Castle_OB_11_B_CYN_N 	
T_CP_Castle_OB_11_CYN_dn,T_CP_Castle_OB_11_CYN_no 	
T_CP_Castle_OB_11_CYN_dn,T_CP_Castle_OB_11_CYN_no 	
T_CP_Castle_OB_11_Wall_D,T_CP_Castle_OB_11_Wall_N 	
T_CP_Castle_OB_15_CY_dn 	,T_CP_Castle_OB_15_CY_no
T_CP_Castle_OB_15_CY_dn 	,T_CP_Castle_OB_15_CY_no
T_CP_Castle_Wall_01_CYN_dn,T_CP_Castle_Wall_01_CYN_no 	
T_CP_Castle_Wall_01_CYN_dn,T_CP_Castle_Wall_01_CYN_no 	
T_CP_Castle_Wall_02_CYN_dn,T_CP_Castle_Wall_02_CYN_no 	
T_CP_Castle_Wall_03_D,T_CP_Castle_Wall_03_N 	
T_CP_Castle_Wall_03_D,T_CP_Castle_Wall_03_N 	
T_FloorCircle_03_YN_dn,T_FloorCircle_03_YN_no 	
T_FloorCircle_03_YN_dn,T_FloorCircle_03_YN_no 	
T_GuildStatue_01_dn 	,T_GuildStatue_01_no 	
T_KingStatue_01_1_dn 	,T_KingStatue_01_1_no
T_KingStatue_01_2_dn 	,T_KingStatue_01_2_no
T_KingStatue_01_3_dn 	,T_KingStatue_01_3_no
T_LionStatue_01_dn,T_LionStatue_01_no 	
