Name, Textures 
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_MERGED_Ruin03.uasset, *[Mask] : T_Common01_CY1_me 	*[Normal] : T_DeadForest_Object_Fence01_N 	*[Albedo] : T_DeadForest_Object_Fence01_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_MERGED_Ruin03WS.uasset, *[weather Tex] : weather_m 	*[Normal] : T_DeadForest_Object_Fence01_N 	*[Albedo] : T_DeadForest_Object_Fence01_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_MERGED_WoodBridge01.uasset, *[Albedo] : T_Port_HarborBridgeFloor_D 	*[GI Texture] : T_Port_HarborBridgeFloor_li 	*[Normal] : T_Port_HarborBridgeFloor_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_MERGED_WoodBridge02.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Port_HarborBridgeFloor_N 	*[Albedo] : T_Port_HarborBridgeFloor_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Metal01_LHS.uasset, *[Normal] : T_Metal01_LHS_N 	*[Albedo] : T_Metal01_LHS_D 	*[Mask] : T_Metal01_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Metal02_LHS.uasset, *[Albedo] : T_Metal02_LHS_D 	*[GI Texture] : T_Metal02_LHS_li 	*[Normal] : T_Metal02_LHS_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Metal03_LHS.uasset, *[Normal] : T_Metal03_LHS_N 	*[Albedo] : T_Metal03_LHS_D 	*[Mask] : T_Metal03_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Metal05_LHS.uasset, *[Normal] : T_Metal05_LHS_N 	*[Albedo] : T_Metal05_LHS_D 	*[Mask] : T_Metal05_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork01_CY_dn.uasset, *[Normal] : T_Ork01_CY_no 	*[Albedo] : T_Ork01_CY_dn 	*[Mask] : T_Ork01_CY_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork01_CY_dn1.uasset, *[Normal] : T_Ork01_CY_no 	*[Albedo] : T_Ork01_CY_dn 	*[Mask] : T_Ork01_CY_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork02_CY_1_dn.uasset, *[Normal] : T_Ork02_CY_1_no 	*[Albedo] : T_Ork02_CY_1_dn 	*[Mask] : T_Ork02_CY_1_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork02_CY_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Ork02_CY_no 	*[Albedo] : T_Ork02_CY_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork03_CY_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Ork03_CY_no 	*[Albedo] : T_Ork03_CY_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork04_CY_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Ork04_CY_no 	*[Albedo] : T_Ork04_CY_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork04_CY_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Ork04_CY_no 	*[Albedo] : T_Ork04_CY_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork05_1_CY_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Ork05_CY_1_no 	*[Albedo] : T_Ork05_CY_1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork05_1_CY_WS.uasset, *[weather Tex] : weather_m 	*[Normal] : T_Ork05_CY_1_no 	*[Albedo] : T_Ork05_CY_1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork05_CY_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Ork05_CY_no 	*[Albedo] : T_Ork05_CY_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork05_CY_dn2.uasset, *[Normal] : T_Ork05_CY_no 	*[Albedo] : T_Ork05_CY_dn 	*[Mask] : T_Ork05_CY_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork05_CY_WS.uasset, *[weather Tex] : weather_m 	*[Normal] : T_Ork05_CY_no 	*[Albedo] : T_Ork05_CY_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork06_CY_1_dn.uasset, *[Albedo] : T_Ork06_CY_1_dn 	*[GI Texture] : T_Ork06_CY_li 	*[Normal] : T_Ork06_CY_1_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork06_CY_dn.uasset, *[Albedo] : T_Ork06_CY_dn 	*[GI Texture] : T_Ork06_CY_li 	*[Normal] : T_Ork06_CY_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Ork06_CY_dn1.uasset, *[Normal] : T_Ork06_CY_no 	*[Albedo] : T_Ork06_CY_dn 	*[Mask] : T_Ork06_CY_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Bridge01_LHS_dn.uasset, *[Mask] : T_Pf_Bridge01_LHS_me 	*[Normal] : T_Pf_Bridge01_LHS_no 	*[Albedo] : T_Pf_Bridge01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Bridge01_LHS_dn1.uasset, *[Mask] : T_Pf_Bridge01_LHS_me 	*[Normal] : T_Pf_Bridge01_LHS_no 	*[Albedo] : T_Pf_Bridge01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampFire01_KJH_D.uasset, *[Mask] : T_Pf_CampFire01_KJH_ME 	*[Normal] : T_Pf_CampFire01_KJH_N 	*[Albedo] : T_Pf_CampFire01_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampFire01_KJH_D1.uasset, *[Mask] : T_Pf_CampFire01_KJH_ME 	*[Normal] : T_Pf_CampFire01_KJH_N 	*[Albedo] : T_Pf_CampFire01_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampFire01_KJH_D1_VertexLit_TA.uasset, *[Albedo] : T_Pf_CampFire01_KJH_D_TA 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp01_KJH_D.uasset, *[Mask] : T_Pf_CampProp01_KJH_ME 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Pf_CampProp01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp01_KJH_D1.uasset, *[Mask] : T_Pf_CampProp01_KJH_ME 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Pf_CampProp01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp02_KJH_D.uasset, *[Mask] : T_Pf_CampProp02_KJH_ME 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Pf_CampProp02_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp03_KJH1_dn.uasset, *[Mask] : T_Pf_CampProp03_KJH1_me 	*[Normal] : T_Pf_CampProp03_KJH1_no 	*[Albedo] : T_Pf_CampProp03_KJH1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp03_KJH_dn.uasset, *[Mask] : T_Pf_CampProp03_KJH_me 	*[Normal] : T_Pf_CampProp03_KJH_no 	*[Albedo] : T_Pf_CampProp03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp04_KJH_D.uasset, *[Albedo] : T_Pf_CampProp04_KJH_dn 	*[GI Texture] : T_R_Pf_CampProp04_KJH_li 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp04_KJH_D1.uasset, *[Albedo] : T_Pf_CampProp04_KJH_dn 	*[GI Texture] : T_R_Pf_CampProp04_KJH_li 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp04_KJH_D2.uasset, *[weather Tex] : weather_m 	*[Albedo] : T_Pf_CampProp04_KJH_dn 	*[GI Texture] : T_R_Pf_CampProp04_KJH_li 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp04_KJH_D_VertexLit_TA.uasset, *[Albedo] : T_Pf_CampProp04_KJH_dn 	*[GI Texture] : T_R_Pf_CampProp04_KJH_li 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp05_01.uasset, *[Mask] : T_Pf_Bridge01_LHS_me 	*[Normal] : T_Pf_CampProp05_N 	*[Albedo] : T_Pf_CampProp05_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp05_02.uasset, *[Normal] : T_Common_Object_A_Sheaf_N 	*[Albedo] : T_Common_Object_A_Sheaf_D 	*[Mask] : T_Common_Object_A_Sheaf_ME 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp05_03.uasset, *[Mask] : T_Pf_Bridge01_LHS_me 	*[Normal] : T_Pf_CampProp05_N 	*[Albedo] : T_Pf_CampProp05_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampProp05_04.uasset, *[Normal] : T_Common_Object_A_Sheaf_N 	*[Albedo] : T_Common_Object_A_Sheaf_D 	*[Mask] : T_Common_Object_A_Sheaf_ME 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampSmall03_KJH_D.uasset, *[Mask] : T_Pf_CampSmall03_KJH_me 	*[Normal] : T_Pf_CampSmall03_KJH_N 	*[Albedo] : T_Pf_CampSmall03_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_CampSmall03_KJH_D2.uasset, *[Mask] : T_Pf_CampSmall03_KJH_me 	*[Normal] : T_Pf_CampSmall03_KJH_N 	*[Albedo] : T_Pf_CampSmall03_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Common_KJH01_D.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Pf_Common_KJH01_D2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Common_KJH02_D.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Pf_Common_KJH02_D2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Gate01_KJH_D.uasset, *[Albedo] : T_Pf_Gate01_KJH_D 	*[GI Texture] : T_Pf_Gate01_KJH_li 	*[Normal] : T_Pf_Gate01_KJH_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Gate01_KJH_D_VertexLit_TA.uasset, *[Albedo] : T_Pf_Gate01_KJH_D_TA 	*[GI Texture] : T_Pf_Gate01_KJH_li 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Lumbermill01_KJH1_dn.uasset, *[Mask] : T_Pf_WeaponTable01_KJH_me 	*[Normal] : T_Pf_Lumbermill01_KJH1_no 	*[Albedo] : T_Pf_Lumbermill01_KJH1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Lumbermill01_KJH_dn.uasset, *[Mask] : T_Pf_WeaponTable01_KJH_me 	*[Normal] : T_Pf_Lumbermill01_KJH_no 	*[Albedo] : T_Pf_Lumbermill01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkFence01_LHS_dn.uasset, *[Normal] : T_Pf_OrkFence01_LHS_no 	*[Albedo] : T_Pf_OrkFence01_LHS_dn 	*[Mask] : T_Pf_OrkFence01_LHS_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkFence01_LHS_dn1.uasset, *[Normal] : T_Pf_OrkFence01_LHS_no 	*[Albedo] : T_Pf_OrkFence01_LHS_dn 	*[Mask] : T_Pf_OrkFence01_LHS_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkFence01_LHS_dn_Metal_simple.uasset, *[Albedo] : T_Pf_OrkFence01_LHS_dn_1 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkGate01_LHS_1_dn.uasset, *[Normal] : T_Pf_OrkGate01_LHS_1_no 	*[Albedo] : T_Pf_OrkGate01_LHS_1_dn 	*[Mask] : T_Pf_OrkGate01_LHS_1_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkGate01_LHS_dn.uasset, *[Mask] : T_Pf_OrkGate01_TransMesh_LHS_me 	*[Normal] : T_Pf_OrkGate01_LHS_no 	*[Albedo] : T_Pf_OrkGate01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkGate01_TransMesh_LHS_dn.uasset, *[Albedo] : T_Pf_OrkGate01_TransMesh_LHS_dn 	*[GI Texture] : T_Pf_OrkGate01_TransMesh_LHS_li 	*[Normal] : T_Pf_OrkGate01_TransMesh_LHS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkPlatform011_LHS_dn.uasset, *[Mask] : T_Pf_OrkPlatform011_LHS_me 	*[Normal] : T_Pf_OrkPlatform011_LHS_no 	*[Albedo] : T_Pf_OrkPlatform011_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkPlatform01_LHS_dn.uasset, *[Normal] : T_Pf_OrkPlatform01_LHS_no 	*[Albedo] : T_Pf_OrkPlatform01_LHS_dn 	*[Mask] : T_Pf_OrkPlatform01_LHS_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkPlatform01_LHS_dn2.uasset, *[Normal] : T_Pf_OrkPlatform01_LHS_no 	*[Albedo] : T_Pf_OrkPlatform01_LHS_dn 	*[Mask] : T_Pf_OrkPlatform01_LHS_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent01_LHS1_dn.uasset, *[Albedo] : T_Pf_OrkTent01_LHS1_dn 	*[GI Texture] : T_Pf_OrkTent01_LHS_li 	*[Normal] : T_Pf_OrkTent01_LHS1_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent01_LHS1_dn2.uasset, *[Normal] : T_Pf_OrkTent01_LHS1_no 	*[Albedo] : T_Pf_OrkTent01_LHS1_dn 	*[Mask] : T_Pf_OrkTent01_LHS1_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent01_LHS_dn.uasset, *[Albedo] : T_Pf_OrkTent01_LHS_dn 	*[GI Texture] : T_Pf_OrkTent01_LHS_li 	*[Normal] : T_Pf_OrkTent01_LHS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent01_LHS_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_OrkTent01_LHS_no 	*[Albedo] : T_Pf_OrkTent01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent02_LHS_1_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_OrkTent02_LHS_1_no 	*[Albedo] : T_Pf_OrkTent02_LHS_1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent02_LHS_1_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_OrkTent02_LHS_1_no 	*[Albedo] : T_Pf_OrkTent02_LHS_1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent02_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_OrkTent02_LHS_no 	*[Albedo] : T_Pf_OrkTent02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent02_LHS_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_OrkTent02_LHS_no 	*[Albedo] : T_Pf_OrkTent02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent02_LHS_dn_del.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_OrkTent02_LHS_no 	*[Albedo] : T_Pf_OrkTent02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent03_LHS1_dn.uasset, *[Mask] : T_Pf_WatchTower01_KJH_me 	*[Normal] : T_Pf_OrkTent03_LHS1_no 	*[Albedo] : T_Pf_OrkTent03_LHS1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent03_LHS1_dn1.uasset, *[Mask] : T_Pf_WatchTower01_KJH_me 	*[Normal] : T_Pf_OrkTent03_LHS1_no 	*[Albedo] : T_Pf_OrkTent03_LHS1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent03_LHS_dn.uasset, *[Normal] : T_Pf_OrkTent03_LHS_no 	*[Albedo] : T_Pf_OrkTent03_LHS_dn 	*[Mask] : T_Pf_OrkTent03_LHS_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_OrkTent03_LHS_dn1.uasset, *[Normal] : T_Pf_OrkTent03_LHS_no 	*[Albedo] : T_Pf_OrkTent03_LHS_dn 	*[Mask] : T_Pf_OrkTent03_LHS_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Ruin01_LHS_1_dn.uasset, *[Albedo] : T_Pf_Ruin01_LHS_1_dn 	*[GI Texture] : T_Pf_Ruin01_LHS_li 	*[Normal] : T_Pf_Ruin01_LHS_1_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Ruin01_LHS_dn.uasset, *[Albedo] : T_Pf_Ruin01_LHS_dn 	*[GI Texture] : T_Pf_Ruin01_LHS_li 	*[Normal] : T_Pf_Ruin01_LHS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Smithy01_1_KJH_dn.uasset, *[Normal] : T_Pf_Smithy01_1_KJH_no 	*[Albedo] : T_Pf_Smithy01_1_KJH_dn 	*[Mask] : T_Pf_Smithy01_1_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Smithy01_KJH_dn.uasset, *[Normal] : T_Pf_Smithy01_KJH_no 	*[Albedo] : T_Pf_Smithy01_KJH_dn 	*[Mask] : T_Pf_Smithy01_KJH_ME 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_TombStone01_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_TombStone01_LHS_no 	*[Albedo] : T_Pf_TombStone01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_TombStone01_LHS_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_TombStone01_LHS_no 	*[Albedo] : T_Pf_TombStone01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_TombStone01_LHS_dn_VertexLit_TA.uasset, *[Albedo] : T_Pf_TombStone01_LHS_dn_TA 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Viaduct01_KJH.uasset, *[Albedo] : T_BurningSands_BanditsBase_Bridge01_D 	*[GI Texture] : T_BurningSands_BanditsBase_Bridge01_li 	*[Normal] : T_BurningSands_BanditsBase_Bridge01_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WatchTower01_KJH1_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_WatchTower01_KJH1_no 	*[Albedo] : T_Pf_WatchTower01_KJH1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WatchTower01_KJH_D.uasset, *[Albedo] : T_Pf_WatchTower01_KJH_D 	*[GI Texture] : T_Pf_WatchTower01_KJH_li 	*[Normal] : T_Pf_WatchTower01_KJH_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WatchTower01_KJH_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_WatchTower01_KJH_no 	*[Albedo] : T_Pf_WatchTower01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WeaponTable01_KJH_D.uasset, *[Normal] : T_Pf_WeaponTable01_KJH_no 	*[Albedo] : T_Pf_WeaponTable01_KJH_dn 	*[Mask] : T_Pf_WeaponTable01_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WeaponTable01_KJH_D1.uasset, *[Normal] : T_Pf_WeaponTable01_KJH_no 	*[Albedo] : T_Pf_WeaponTable01_KJH_dn 	*[Mask] : T_Pf_WeaponTable01_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Windmill01_1_dn.uasset, *[Albedo] : T_Pf_Windmill01_1_dn 	*[GI Texture] : T_Pf_Windmill01_1_li 	*[Normal] : T_Pf_Windmill01_1_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Windmill01_dn.uasset, *[Albedo] : T_Pf_Windmill01_dn 	*[GI Texture] : T_Pf_Windmill01_1_li 	*[Normal] : T_Pf_Windmill01_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Windmill02.uasset, *[Normal] : T_DeadForest_NiarrenTown_Windmill01_N 	*[Albedo] : T_DeadForest_NiarrenTown_Windmill01_D 	*[Mask] : T_DeadForest_NiarrenTown_Windmill01_ME 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WoodWall01_KJH_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_WoodWall01_KJH_no 	*[Albedo] : T_Pf_WoodWall01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WoodWall02_KJH_dn.uasset, *[Albedo] : T_Pf_WoodWall02_KJH_dn 	*[GI Texture] : T_Pf_WoodWall02_KJH_li 	*[Normal] : T_Pf_WoodWall02_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WoodWall02_KJH_dn_light.uasset, *[Albedo] : T_Pf_WoodWall02_KJH_dn 	*[GI Texture] : T_Pf_WoodWall02_KJH_li 	*[Normal] : T_Pf_WoodWall02_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WoodWall03_KJH_D.uasset, *[Albedo] : T_Pf_WoodWall02_KJH_dn 	*[GI Texture] : T_Pf_WoodWall03_KJH_li 	*[Normal] : T_Pf_WoodWall02_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WoodWall03_KJH_D_light.uasset, *[Albedo] : T_Pf_WoodWall02_KJH_dn 	*[GI Texture] : T_Pf_WoodWall03_KJH_li 	*[Normal] : T_Pf_WoodWall02_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WoodWall03_KJH_WS.uasset, *[weather Tex] : weather_m 	*[Albedo] : T_Pf_WoodWall02_KJH_dn 	*[GI Texture] : T_Pf_WoodWall03_KJH_li 	*[Normal] : T_Pf_WoodWall02_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_Wreckage01_KJH_D.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_Wreckage01_KJH_N 	*[Albedo] : T_Pf_Wreckage01_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Common/Material/M_Pf_WyvernNest01_LHS.uasset, *[Normal] : T_Pf_WyvernNest01_N_LHS 	*[Albedo] : T_Pf_WyvernNest01_D_LHS 	*[Mask] : T_Pf_WyvernNest01_M_LHS 	
