Name, Textures 
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Desert02_MS.uasset, *[Mask] : T_Foliage_Desert02_MS_me 	*[Albedo] : T_Foliage_Desert02_MS_dn 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_EB1.uasset, *[Mask] : T_Foliage_Desert02_MS_me 	*[Albedo] : T_Foliage_Desert02_MS_dn 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_FEC1_01.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_FEC1_02.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_GB.uasset, *[Mask] : T_F01_Foliage01_ME_LHS 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_GB1.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Mask] : T_F01_Foliage01_ME_LHS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_GB2.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Mask] : T_F01_Foliage01_ME_LHS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_GB3.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Mask] : T_F01_Foliage01_ME_LHS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_LHS.uasset, *[Mask] : T_F01_Foliage01_ME_LHS 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_LHS1.uasset, *[Mask] : T_F01_Foliage01_ME_LHS 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_FeildGrass01_LHS_Dark.uasset, *[Mask] : T_F01_Foliage01_ME_LHS 	*[Albedo] : T_F01_Foliage01_D_LHS 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_ME.uasset, *[Mask] : T_Foliage_ME 	*[Albedo] : T_Foliage_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_ME1.uasset, *[Mask] : T_Foliage_ME 	*[Albedo] : T_Foliage_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_ME2.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Foliage_D 	*[Mask] : T_Foliage_ME 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01dark.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01GB.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_Basic.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_Basicdark.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_Basicdark_F01.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_Basicdark_F02.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_BasicGB.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_dark_F01.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_dark_F02.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_FEC1_01.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_FEC1_02.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan01_FEC1_03.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan02.uasset, *[Mask] : T_Foliage_Plan02_ME 	*[Albedo] : T_Foliage_Plan02_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan02_Basic.uasset, *[Mask] : T_Foliage_Plan02_ME 	*[Albedo] : T_Foliage_Plan02_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan02_Basicdark.uasset, *[Mask] : T_Foliage_Plan02_ME 	*[Albedo] : T_Foliage_Plan02_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan02_dark.uasset, *[Mask] : T_Foliage_Plan02_ME 	*[Albedo] : T_Foliage_Plan02_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan03.uasset, *[Mask] : T_Foliage_Plan03_ME 	*[Albedo] : T_Foliage_Plan03_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan03_dark.uasset, *[Mask] : T_Foliage_Plan03_ME 	*[Albedo] : T_Foliage_Plan03_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan04.uasset, *[Mask] : T_Foliage_Plan_ME04 	*[Albedo] : T_Foliage_Plan_D04 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan04GB.uasset, *[Mask] : T_Foliage_Plan_ME04 	*[Albedo] : T_Foliage_Plan_D04 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan04_Dark.uasset, *[Mask] : T_Foliage_Plan_ME04 	*[Albedo] : T_Foliage_Plan_D04 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan05.uasset, *[Mask] : T_Foliage_Plan03_ME 	*[Albedo] : T_Foliage_Plan04_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan06.uasset, *[Mask] : T_Foliage_Plan02_ME 	*[Albedo] : T_Foliage_Plan02_D 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan07.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D_KMS 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan08.uasset, *[Mask] : T_Foliage_Plan_ME04 	*[Albedo] : T_Foliage_Plan_D04 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_Plan09.uasset, *[Mask] : T_Foliage_Plan_ME04 	*[Albedo] : T_Foliage_Plan_D04 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_PlanGB.uasset, *[Mask] : T_Foliage_Plan01_ME_KMS 	*[Albedo] : T_Foliage_Plan01_D2 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_Foliage_PVE05.uasset, *[Mask] : T_Foliage_Desert02_MS_me 	*[Albedo] : T_Foliage_Desert02_MS_dn 	*[Normal] : T_Foliage_Desert02_MS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_01_plant_D.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A.uasset, *[Mask] : T_F03_plant_A_me 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A1.uasset, *[Mask] : T_F03_plant_A_me 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A2.uasset, *[Mask] : T_F03_plant_A_me 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A3.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A4.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A5.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A6.uasset, *[Mask] : T_F03_plant_A_me 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A7.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_A8.uasset, *[Mask] : T_F03_plant_A_me 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_D.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_D1.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_D2.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_03_plant_D3.uasset, *[Mask] : mask_1_1_1 	*[Albedo] : T_F03_plant_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_05_1_plant_dark_A.uasset, *[Mask] : T_F_06_jungle_plant_I_me 	*[Albedo] : T_F_06_jungle_plant_I_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_05_1_plant_dark_B.uasset, *[Mask] : T_F_06_jungle_plant_I_me 	*[Albedo] : T_F_06_jungle_plant_I_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06decoplant_s_A.uasset, *[Normal] : F_06decoplant_s_A_no 	*[Albedo] : F_06decoplant_s_A_dn 	*[Mask] : F_06decoplant_s_A_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06decoplant_s_A2.uasset, *[Normal] : F_06decoplant_s_A_no 	*[Albedo] : F_06decoplant_s_A_dn 	*[Mask] : F_06decoplant_s_A_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06decoplant_s_A3.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : F_06decoplant_s_A_dn 	*[Mask] : F_06decoplant_s_A_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D1.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Mask] : T_F_06_junggl_plant_D_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow1.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Mask] : T_DG_plant_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow2.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow3.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow4.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow5.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Mask] : T_F_06_junggl_plant_D_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow6.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow7.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D2_shadow8.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D3.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Mask] : T_F_06_junggl_plant_D_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D4.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow1.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Mask] : T_DG_plant_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow2.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow3.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow4.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow5.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	*[Mask] : T_F_06_junggl_plant_D_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow6.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_D_shadow7.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_D_dn2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_G.uasset, *[Mask] : T_F_06_jungle_plant_E_me 	*[Albedo] : T_F_06_jungle_plant_E_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_G1.uasset, *[Mask] : T_F_06_jungle_plant_E_me 	*[Albedo] : T_F_06_jungle_plant_E_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_G2.uasset, *[Mask] : T_F_06_jungle_plant_E_me 	*[Albedo] : T_F_06_jungle_plant_E_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_G3.uasset, *[Mask] : T_F_06_jungle_plant_E_me 	*[Albedo] : T_F_06_jungle_plant_E_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a1.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a2.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a2_Dark.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a2_Town.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a3.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a_Dark.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_H_a_Town.uasset, *[Mask] : T_F_06_jungle_plant_H_me 	*[Albedo] : T_F_06_jungle_plant_H_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Foliage/Materials/M_F_06_junggl_plant_I.uasset, *[Mask] : T_F_06_junggl_plant_D_me 	*[Albedo] : T_F_06_junggl_plant_I_dn 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
